Module	Section	Sample Name	Source
Bismark	m_bias	3AF_S3_R1_001_val_1	/Volumes/Sequencing_Backup/Cheaha_Backup/Napoli/Results/RRBS_BISMARK/methylation_extractor/3AF_S3_R1_001_val_1_bismark_bt2_pe.M-bias.txt
Bismark	m_bias	3HS_S8_R1_001_val_1	/Volumes/Sequencing_Backup/Cheaha_Backup/Napoli/Results/RRBS_BISMARK/methylation_extractor/3HS_S8_R1_001_val_1_bismark_bt2_pe.M-bias.txt
Bismark	m_bias	4AF_S4_R1_001_val_1	/Volumes/Sequencing_Backup/Cheaha_Backup/Napoli/Results/RRBS_BISMARK/methylation_extractor/4AF_S4_R1_001_val_1_bismark_bt2_pe.M-bias.txt
Bismark	m_bias	4HS_S9_R1_001_val_1	/Volumes/Sequencing_Backup/Cheaha_Backup/Napoli/Results/RRBS_BISMARK/methylation_extractor/4HS_S9_R1_001_val_1_bismark_bt2_pe.M-bias.txt
Bismark	m_bias	5AF_S5_R1_001_val_1	/Volumes/Sequencing_Backup/Cheaha_Backup/Napoli/Results/RRBS_BISMARK/methylation_extractor/5AF_S5_R1_001_val_1_bismark_bt2_pe.M-bias.txt
Bismark	m_bias	5HS_S10_R1_001_val_1	/Volumes/Sequencing_Backup/Cheaha_Backup/Napoli/Results/RRBS_BISMARK/methylation_extractor/5HS_S10_R1_001_val_1_bismark_bt2_pe.M-bias.txt
Bismark	m_bias	6AF_S1_R1_001_val_1	/Volumes/Sequencing_Backup/Cheaha_Backup/Napoli/Results/RRBS_BISMARK/methylation_extractor/6AF_S1_R1_001_val_1_bismark_bt2_pe.M-bias.txt
Bismark	m_bias	9AF_S4_R1_001_val_1	/Volumes/Sequencing_Backup/Cheaha_Backup/Napoli/Results/RRBS_BISMARK/methylation_extractor/9AF_S4_R1_001_val_1_bismark_bt2_pe.M-bias.txt
Bismark	m_bias	HS10_S10_R1_001_val_1	/Volumes/Sequencing_Backup/Cheaha_Backup/Napoli/Results/RRBS_BISMARK/methylation_extractor/HS10_S10_R1_001_val_1_bismark_bt2_pe.M-bias.txt
Bismark	m_bias	HS11_S11_R1_001_val_1	/Volumes/Sequencing_Backup/Cheaha_Backup/Napoli/Results/RRBS_BISMARK/methylation_extractor/HS11_S11_R1_001_val_1_bismark_bt2_pe.M-bias.txt
Bismark	m_bias	HS6_S6_R1_001_val_1	/Volumes/Sequencing_Backup/Cheaha_Backup/Napoli/Results/RRBS_BISMARK/methylation_extractor/HS6_S6_R1_001_val_1_bismark_bt2_pe.M-bias.txt
Bismark	m_bias	HS7_S7_R1_001_val_1	/Volumes/Sequencing_Backup/Cheaha_Backup/Napoli/Results/RRBS_BISMARK/methylation_extractor/HS7_S7_R1_001_val_1_bismark_bt2_pe.M-bias.txt
Bismark	m_bias	HS8_S8_R1_001_val_1	/Volumes/Sequencing_Backup/Cheaha_Backup/Napoli/Results/RRBS_BISMARK/methylation_extractor/HS8_S8_R1_001_val_1_bismark_bt2_pe.M-bias.txt
Bismark	m_bias	HS9_S9_R1_001_val_1	/Volumes/Sequencing_Backup/Cheaha_Backup/Napoli/Results/RRBS_BISMARK/methylation_extractor/HS9_S9_R1_001_val_1_bismark_bt2_pe.M-bias.txt
Cutadapt	all_sections	10AF_S5_R1_001	/Volumes/Sequencing_Backup/Cheaha_Backup/Napoli/Input/fastq_trimmed/10AF_S5_R1_001.fastq.gz_trimming_report.txt
Cutadapt	all_sections	10AF_S5_R2_001	/Volumes/Sequencing_Backup/Cheaha_Backup/Napoli/Input/fastq_trimmed/10AF_S5_R2_001.fastq.gz_trimming_report.txt
Cutadapt	all_sections	11a_S3_R1_001	/Volumes/Sequencing_Backup/Cheaha_Backup/Napoli/Input/fastq_trimmed/11a_S3_R1_001.fastq.gz_trimming_report.txt
Cutadapt	all_sections	11a_S3_R2_001	/Volumes/Sequencing_Backup/Cheaha_Backup/Napoli/Input/fastq_trimmed/11a_S3_R2_001.fastq.gz_trimming_report.txt
Cutadapt	all_sections	13a_S4_R1_001	/Volumes/Sequencing_Backup/Cheaha_Backup/Napoli/Input/fastq_trimmed/13a_S4_R1_001.fastq.gz_trimming_report.txt
Cutadapt	all_sections	13a_S4_R2_001	/Volumes/Sequencing_Backup/Cheaha_Backup/Napoli/Input/fastq_trimmed/13a_S4_R2_001.fastq.gz_trimming_report.txt
Cutadapt	all_sections	1AF_S1_R1_001	/Volumes/Sequencing_Backup/Cheaha_Backup/Napoli/Input/fastq_trimmed/1AF_S1_R1_001.fastq.gz_trimming_report.txt
Cutadapt	all_sections	1AF_S1_R2_001	/Volumes/Sequencing_Backup/Cheaha_Backup/Napoli/Input/fastq_trimmed/1AF_S1_R2_001.fastq.gz_trimming_report.txt
Cutadapt	all_sections	1HS_S6_R1_001	/Volumes/Sequencing_Backup/Cheaha_Backup/Napoli/Input/fastq_trimmed/1HS_S6_R1_001.fastq.gz_trimming_report.txt
Cutadapt	all_sections	1HS_S6_R2_001	/Volumes/Sequencing_Backup/Cheaha_Backup/Napoli/Input/fastq_trimmed/1HS_S6_R2_001.fastq.gz_trimming_report.txt
Cutadapt	all_sections	2AF_S2_R1_001	/Volumes/Sequencing_Backup/Cheaha_Backup/Napoli/Input/fastq_trimmed/2AF_S2_R1_001.fastq.gz_trimming_report.txt
Cutadapt	all_sections	2AF_S2_R2_001	/Volumes/Sequencing_Backup/Cheaha_Backup/Napoli/Input/fastq_trimmed/2AF_S2_R2_001.fastq.gz_trimming_report.txt
Cutadapt	all_sections	2HS_S7_R1_001	/Volumes/Sequencing_Backup/Cheaha_Backup/Napoli/Input/fastq_trimmed/2HS_S7_R1_001.fastq.gz_trimming_report.txt
Cutadapt	all_sections	2HS_S7_R2_001	/Volumes/Sequencing_Backup/Cheaha_Backup/Napoli/Input/fastq_trimmed/2HS_S7_R2_001.fastq.gz_trimming_report.txt
Cutadapt	all_sections	3AF_S3_R1_001	/Volumes/Sequencing_Backup/Cheaha_Backup/Napoli/Input/fastq_trimmed/3AF_S3_R1_001.fastq.gz_trimming_report.txt
Cutadapt	all_sections	3AF_S3_R2_001	/Volumes/Sequencing_Backup/Cheaha_Backup/Napoli/Input/fastq_trimmed/3AF_S3_R2_001.fastq.gz_trimming_report.txt
Cutadapt	all_sections	3HS_S8_R1_001	/Volumes/Sequencing_Backup/Cheaha_Backup/Napoli/Input/fastq_trimmed/3HS_S8_R1_001.fastq.gz_trimming_report.txt
Cutadapt	all_sections	3HS_S8_R2_001	/Volumes/Sequencing_Backup/Cheaha_Backup/Napoli/Input/fastq_trimmed/3HS_S8_R2_001.fastq.gz_trimming_report.txt
Cutadapt	all_sections	4AF_S4_R1_001	/Volumes/Sequencing_Backup/Cheaha_Backup/Napoli/Input/fastq_trimmed/4AF_S4_R1_001.fastq.gz_trimming_report.txt
Cutadapt	all_sections	4AF_S4_R2_001	/Volumes/Sequencing_Backup/Cheaha_Backup/Napoli/Input/fastq_trimmed/4AF_S4_R2_001.fastq.gz_trimming_report.txt
Cutadapt	all_sections	4HS_S9_R1_001	/Volumes/Sequencing_Backup/Cheaha_Backup/Napoli/Input/fastq_trimmed/4HS_S9_R1_001.fastq.gz_trimming_report.txt
Cutadapt	all_sections	4HS_S9_R2_001	/Volumes/Sequencing_Backup/Cheaha_Backup/Napoli/Input/fastq_trimmed/4HS_S9_R2_001.fastq.gz_trimming_report.txt
Cutadapt	all_sections	5AF_S5_R1_001	/Volumes/Sequencing_Backup/Cheaha_Backup/Napoli/Input/fastq_trimmed/5AF_S5_R1_001.fastq.gz_trimming_report.txt
Cutadapt	all_sections	5AF_S5_R2_001	/Volumes/Sequencing_Backup/Cheaha_Backup/Napoli/Input/fastq_trimmed/5AF_S5_R2_001.fastq.gz_trimming_report.txt
Cutadapt	all_sections	5HS_S10_R1_001	/Volumes/Sequencing_Backup/Cheaha_Backup/Napoli/Input/fastq_trimmed/5HS_S10_R1_001.fastq.gz_trimming_report.txt
Cutadapt	all_sections	5HS_S10_R2_001	/Volumes/Sequencing_Backup/Cheaha_Backup/Napoli/Input/fastq_trimmed/5HS_S10_R2_001.fastq.gz_trimming_report.txt
Cutadapt	all_sections	6AF_S1_R1_001	/Volumes/Sequencing_Backup/Cheaha_Backup/Napoli/Input/fastq_trimmed/6AF_S1_R1_001.fastq.gz_trimming_report.txt
Cutadapt	all_sections	6AF_S1_R2_001	/Volumes/Sequencing_Backup/Cheaha_Backup/Napoli/Input/fastq_trimmed/6AF_S1_R2_001.fastq.gz_trimming_report.txt
Cutadapt	all_sections	9AF_S4_R1_001	/Volumes/Sequencing_Backup/Cheaha_Backup/Napoli/Input/fastq_trimmed/9AF_S4_R1_001.fastq.gz_trimming_report.txt
Cutadapt	all_sections	9AF_S4_R2_001	/Volumes/Sequencing_Backup/Cheaha_Backup/Napoli/Input/fastq_trimmed/9AF_S4_R2_001.fastq.gz_trimming_report.txt
Cutadapt	all_sections	HS10_S10_R1_001	/Volumes/Sequencing_Backup/Cheaha_Backup/Napoli/Input/fastq_trimmed/HS10_S10_R1_001.fastq.gz_trimming_report.txt
Cutadapt	all_sections	HS10_S10_R2_001	/Volumes/Sequencing_Backup/Cheaha_Backup/Napoli/Input/fastq_trimmed/HS10_S10_R2_001.fastq.gz_trimming_report.txt
Cutadapt	all_sections	HS11_S11_R1_001	/Volumes/Sequencing_Backup/Cheaha_Backup/Napoli/Input/fastq_trimmed/HS11_S11_R1_001.fastq.gz_trimming_report.txt
Cutadapt	all_sections	HS11_S11_R2_001	/Volumes/Sequencing_Backup/Cheaha_Backup/Napoli/Input/fastq_trimmed/HS11_S11_R2_001.fastq.gz_trimming_report.txt
Cutadapt	all_sections	HS6_S6_R1_001	/Volumes/Sequencing_Backup/Cheaha_Backup/Napoli/Input/fastq_trimmed/HS6_S6_R1_001.fastq.gz_trimming_report.txt
Cutadapt	all_sections	HS6_S6_R2_001	/Volumes/Sequencing_Backup/Cheaha_Backup/Napoli/Input/fastq_trimmed/HS6_S6_R2_001.fastq.gz_trimming_report.txt
Cutadapt	all_sections	HS7_S7_R1_001	/Volumes/Sequencing_Backup/Cheaha_Backup/Napoli/Input/fastq_trimmed/HS7_S7_R1_001.fastq.gz_trimming_report.txt
Cutadapt	all_sections	HS7_S7_R2_001	/Volumes/Sequencing_Backup/Cheaha_Backup/Napoli/Input/fastq_trimmed/HS7_S7_R2_001.fastq.gz_trimming_report.txt
Cutadapt	all_sections	HS8_S8_R1_001	/Volumes/Sequencing_Backup/Cheaha_Backup/Napoli/Input/fastq_trimmed/HS8_S8_R1_001.fastq.gz_trimming_report.txt
Cutadapt	all_sections	HS8_S8_R2_001	/Volumes/Sequencing_Backup/Cheaha_Backup/Napoli/Input/fastq_trimmed/HS8_S8_R2_001.fastq.gz_trimming_report.txt
Cutadapt	all_sections	HS9_S9_R1_001	/Volumes/Sequencing_Backup/Cheaha_Backup/Napoli/Input/fastq_trimmed/HS9_S9_R1_001.fastq.gz_trimming_report.txt
Cutadapt	all_sections	HS9_S9_R2_001	/Volumes/Sequencing_Backup/Cheaha_Backup/Napoli/Input/fastq_trimmed/HS9_S9_R2_001.fastq.gz_trimming_report.txt
FastQC	all_sections	1AF_S1_R1_001	/Volumes/Sequencing_Backup/Cheaha_Backup/Napoli/_drafts/Napoli_08032022/2_Fastqc/1AF_S1_R1_001_fastqc.zip
FastQC	all_sections	1AF_S1_R2_001	/Volumes/Sequencing_Backup/Cheaha_Backup/Napoli/_drafts/Napoli_08032022/2_Fastqc/1AF_S1_R2_001_fastqc.zip
FastQC	all_sections	1HS_S6_R1_001	/Volumes/Sequencing_Backup/Cheaha_Backup/Napoli/_drafts/Napoli_08032022/2_Fastqc/1HS_S6_R1_001_fastqc.zip
FastQC	all_sections	1HS_S6_R2_001	/Volumes/Sequencing_Backup/Cheaha_Backup/Napoli/_drafts/Napoli_08032022/2_Fastqc/1HS_S6_R2_001_fastqc.zip
FastQC	all_sections	1MRLA_S9_R1_001	/Volumes/Sequencing_Backup/Cheaha_Backup/Napoli/_drafts/Napoli_08032022/2_Fastqc/1MRLA_S9_R1_001_fastqc.zip
FastQC	all_sections	1MRLA_S9_R2_001	/Volumes/Sequencing_Backup/Cheaha_Backup/Napoli/_drafts/Napoli_08032022/2_Fastqc/1MRLA_S9_R2_001_fastqc.zip
FastQC	all_sections	1PEM_S1_R1_001	/Volumes/Sequencing_Backup/Cheaha_Backup/Napoli/_drafts/Napoli_08032022/2_Fastqc/1PEM_S1_R1_001_fastqc.zip
FastQC	all_sections	1PEM_S1_R2_001	/Volumes/Sequencing_Backup/Cheaha_Backup/Napoli/_drafts/Napoli_08032022/2_Fastqc/1PEM_S1_R2_001_fastqc.zip
FastQC	all_sections	1RDAS_S11_R1_001	/Volumes/Sequencing_Backup/Cheaha_Backup/Napoli/_drafts/Napoli_08032022/2_Fastqc/1RDAS_S11_R1_001_fastqc.zip
FastQC	all_sections	1RDAS_S11_R2_001	/Volumes/Sequencing_Backup/Cheaha_Backup/Napoli/_drafts/Napoli_08032022/2_Fastqc/1RDAS_S11_R2_001_fastqc.zip
FastQC	all_sections	2AF_S2_R1_001	/Volumes/Sequencing_Backup/Cheaha_Backup/Napoli/_drafts/Napoli_08032022/2_Fastqc/2AF_S2_R1_001_fastqc.zip
FastQC	all_sections	2AF_S2_R2_001	/Volumes/Sequencing_Backup/Cheaha_Backup/Napoli/_drafts/Napoli_08032022/2_Fastqc/2AF_S2_R2_001_fastqc.zip
FastQC	all_sections	2HS_S7_R1_001	/Volumes/Sequencing_Backup/Cheaha_Backup/Napoli/_drafts/Napoli_08032022/2_Fastqc/2HS_S7_R1_001_fastqc.zip
FastQC	all_sections	2HS_S7_R2_001	/Volumes/Sequencing_Backup/Cheaha_Backup/Napoli/_drafts/Napoli_08032022/2_Fastqc/2HS_S7_R2_001_fastqc.zip
FastQC	all_sections	2MRPF_S10_R1_001	/Volumes/Sequencing_Backup/Cheaha_Backup/Napoli/_drafts/Napoli_08032022/2_Fastqc/2MRPF_S10_R1_001_fastqc.zip
FastQC	all_sections	2MRPF_S10_R2_001	/Volumes/Sequencing_Backup/Cheaha_Backup/Napoli/_drafts/Napoli_08032022/2_Fastqc/2MRPF_S10_R2_001_fastqc.zip
FastQC	all_sections	2PSL_S2_R1_001	/Volumes/Sequencing_Backup/Cheaha_Backup/Napoli/_drafts/Napoli_08032022/2_Fastqc/2PSL_S2_R1_001_fastqc.zip
FastQC	all_sections	2PSL_S2_R2_001	/Volumes/Sequencing_Backup/Cheaha_Backup/Napoli/_drafts/Napoli_08032022/2_Fastqc/2PSL_S2_R2_001_fastqc.zip
FastQC	all_sections	2RDAM_S12_R1_001	/Volumes/Sequencing_Backup/Cheaha_Backup/Napoli/_drafts/Napoli_08032022/2_Fastqc/2RDAM_S12_R1_001_fastqc.zip
FastQC	all_sections	2RDAM_S12_R2_001	/Volumes/Sequencing_Backup/Cheaha_Backup/Napoli/_drafts/Napoli_08032022/2_Fastqc/2RDAM_S12_R2_001_fastqc.zip
FastQC	all_sections	3AF_S3_R1_001	/Volumes/Sequencing_Backup/Cheaha_Backup/Napoli/_drafts/Napoli_08032022/2_Fastqc/3AF_S3_R1_001_fastqc.zip
FastQC	all_sections	3AF_S3_R2_001	/Volumes/Sequencing_Backup/Cheaha_Backup/Napoli/_drafts/Napoli_08032022/2_Fastqc/3AF_S3_R2_001_fastqc.zip
FastQC	all_sections	3HS_S8_R1_001	/Volumes/Sequencing_Backup/Cheaha_Backup/Napoli/_drafts/Napoli_08032022/2_Fastqc/3HS_S8_R1_001_fastqc.zip
FastQC	all_sections	3HS_S8_R2_001	/Volumes/Sequencing_Backup/Cheaha_Backup/Napoli/_drafts/Napoli_08032022/2_Fastqc/3HS_S8_R2_001_fastqc.zip
FastQC	all_sections	3PDR_S3_R1_001	/Volumes/Sequencing_Backup/Cheaha_Backup/Napoli/_drafts/Napoli_08032022/2_Fastqc/3PDR_S3_R1_001_fastqc.zip
FastQC	all_sections	3PDR_S3_R2_001	/Volumes/Sequencing_Backup/Cheaha_Backup/Napoli/_drafts/Napoli_08032022/2_Fastqc/3PDR_S3_R2_001_fastqc.zip
FastQC	all_sections	3RAM_S13_R1_001	/Volumes/Sequencing_Backup/Cheaha_Backup/Napoli/_drafts/Napoli_08032022/2_Fastqc/3RAM_S13_R1_001_fastqc.zip
FastQC	all_sections	3RAM_S13_R2_001	/Volumes/Sequencing_Backup/Cheaha_Backup/Napoli/_drafts/Napoli_08032022/2_Fastqc/3RAM_S13_R2_001_fastqc.zip
FastQC	all_sections	4AF_S4_R1_001	/Volumes/Sequencing_Backup/Cheaha_Backup/Napoli/_drafts/Napoli_08032022/2_Fastqc/4AF_S4_R1_001_fastqc.zip
FastQC	all_sections	4AF_S4_R2_001	/Volumes/Sequencing_Backup/Cheaha_Backup/Napoli/_drafts/Napoli_08032022/2_Fastqc/4AF_S4_R2_001_fastqc.zip
